Club Speed (mph),Attack Angle (deg),Club Path (deg),Club Face (deg),Face to Path (deg),Ball Speed (mph),Smash Factor,Launch Angle (deg),Launch Direction (deg),Backspin (rpm),Sidespin (rpm),Spin Rate (rpm),Spin Rate Type,Spin Axis (deg),Apex Height (ft),Total Distance (yards),Total Deviation Angle (deg),Total Deviation Distance (yards),Air Density (g/L),Temperature (F),Air Pressure (kPA),Carry Distance (yards),Carry Deviation Angle (deg),Carry Deviation Distance (yards)
82.408733,-4.52,-2.16,8.7,10.86,94.48819273,1.14657985,7.829999924,6.880000114,4562.669922,272.6708679,4570.810059,Measured,-3.420000076,13.77952693,112.8390205,6.159999847,12.09536354,0.9508776,69.692,80.74,96.87226797,6.239999771,10.53149619
82.49821045,-4.54,-8.43,-3.04,5.39,115.2245846,1.396691928,12.15999985,-3.549999952,3070.063965,244.3152161,3079.77002,Measured,-4.550000191,41.69947519,180.8508258,-5.170000076,-16.30577411,0.9508776,69.692,80.74,166.5901157,-4.889999866,-14.2060365
84.15354331,-5.53,0.15,0.74,0.59,104.0175376,1.236044657,12.39000034,0.620000005,3203.170654,-890.7264404,3324.709961,Measured,15.53999996,32.02099813,159.0769977,4.920000076,13.62642174,0.9508776,69.692,80.74,136.5376186,4.409999847,10.4877517
82.76664281,-2.67,0.91,-5.09,-6.0,96.79223438,1.169459472,10.69999981,-4.070000172,1753.733765,243.6626282,1770.579956,Measured,-7.909999847,16.69947557,157.1741046,-5.400000095,-14.78565229,0.9508776,69.692,80.74,100.74366,-5.090000153,-8.934820731
81.69291339,-5.69,-1.39,2.8,4.19,105.0017865,1.285323073,13.84000015,2.130000114,4358.439941,-1659.098511,4663.540039,Measured,20.84000015,41.86351781,155.8070879,9.069999695,24.56255368,0.9508776,69.692,80.74,143.0993068,8.579999924,21.3363957
82.63242663,-4.73,-3.07,-0.19,2.88,107.4847871,1.300757965,14.48999977,-0.540000021,2971.818604,-1000.704956,3135.780029,Measured,18.61000061,42.91338558,171.795709,4.71999979,14.14042028,0.9508776,69.692,80.74,151.7497753,4.269999981,11.29702529
77.39799571,-4.88,-4.37,14.67,19.04,85.67465828,1.106936394,12.77000046,11.51000023,3427.457764,-487.1891479,3461.909912,Measured,8.090000153,20.17716567,133.7051642,13.77000046,31.8241474,0.9508776,69.692,80.74,93.46019147,13.23999977,21.40201191
78.44935576,-1.75,-7.04,-5.62,1.42,108.6256294,1.384659292,5.989999771,-5.489999771,3760.687988,-185.9021759,3765.280029,Measured,2.829999924,13.48425241,129.5384919,-4.889999866,-11.04549473,0.9508776,69.692,80.74,116.7979036,-4.940000057,-10.06124214
79.61256263,-6.11,-0.84,-3.86,-3.02,102.0490313,1.281820706,16.12999916,-3.279999971,7122.153809,-223.8226929,7125.669922,Measured,1.799999952,56.62729734,153.6964056,-3.210000038,-8.606736533,0.9508776,69.692,80.74,142.213466,-2.779999971,-6.911636233
80.57444524,-3.83,-0.86,-2.81,-1.95,99.78972935,1.23847864,13.40999985,-2.410000086,6713.741211,2586.579102,7194.77002,Measured,-21.06999969,39.14042095,130.129044,-9.81000042,-22.17847844,0.9508776,69.692,80.74,130.129044,-9.81000042,-22.17847844
80.46259843,-5.79,-0.47,3.79,4.26,102.8319641,1.278009486,21.18000031,3.049999952,7298.149902,-1644.708984,7481.180176,Measured,12.69999981,78.47769054,151.1373545,8.920000076,23.42519693,0.9508776,69.692,80.74,146.3801467,8.729999542,22.22222189
78.69541875,-3.99,-4.76,-6.57,-1.81,109.6993578,1.393973875,19.04999924,-5.989999771,5543.202637,560.1257324,5571.430176,Measured,-5.769999981,78.57611799,166.1308002,-8.819999695,-25.48118902,0.9508776,69.692,80.74,166.1308002,-8.819999695,-25.48118902
80.35075161,-6.34,1.88,-2.46,-4.34,106.7466026,1.328507829,18.30999947,-1.789999962,6227.279297,-516.3526001,6248.649902,Measured,4.739999771,71.9488199,163.1233636,0.0,0.0,0.9508776,69.692,80.74,156.4523158,0.0,0.010936133
81.58106657,-5.96,-2.56,-1.49,1.07,103.6148884,1.270084993,16.30999947,-1.549999952,6220.026855,-985.1553955,6297.560059,Measured,9.0,57.54593476,158.7379636,2.210000038,6.124234366,0.9508776,69.692,80.74,146.4129537,1.75,4.483814419
76.90586972,-2.85,-9.17,-9.45,-0.28,104.9346811,1.364456075,21.10000038,-8.909999847,6469.027832,835.5880737,6522.77002,Measured,-7.360000134,81.16797825,154.166668,-12.82999992,-34.24103179,0.9508776,69.692,80.74,154.166668,-12.82999992,-34.24103179
80.05994989,-4.8,1.48,4.73,3.25,101.266107,1.26487847,21.87999916,4.070000172,8405.698242,-1021.667175,8467.55957,Measured,6.929999828,80.83989301,144.5866215,7.71999979,19.41163605,0.9508776,69.692,80.74,141.7213433,7.539999962,18.59142607
81.08894059,-4.87,-0.33,2.17,2.5,93.97368987,1.158896505,21.51000023,1.74000001,8751.923828,-2250.368652,9036.610352,Measured,14.42000008,65.64960705,131.003938,8.149999619,18.56955331,0.9508776,69.692,80.74,126.1920378,7.710000038,16.91819802
80.99946314,-5.06,-1.46,1.29,2.75,103.1674994,1.273681274,22.69000053,0.879999995,7872.273438,-889.9738159,7922.419922,Measured,6.449999809,87.5328094,152.5262481,4.440000057,11.81102383,0.9508776,69.692,80.74,146.3145158,3.839999914,9.798775195
78.09144596,-3.38,0.62,-1.08,-1.7,86.56943621,1.108564903,21.90999985,-0.810000002,4757.291016,474.8407593,4780.930176,Measured,-5.699999809,51.67322835,123.6986008,-2.599999905,-5.610236346,0.9508776,69.692,80.74,117.541561,-2.50999999,-5.150918677
72.61095204,-3.25,2.54,-4.57,-7.11,92.34072741,1.271719001,15.27000046,-3.430000067,2113.174805,1498.981079,2590.840088,Measured,-35.34999847,27.46062955,111.4063897,-9.670000076,-18.7117242,0.9508776,69.692,80.74,111.4063897,-9.670000076,-18.7117242
75.78740157,-5.33,3.05,-0.67,-3.72,101.9148205,1.344746203,11.97999954,-0.170000002,4681.402344,-66.18616486,4681.870117,Measured,0.810000002,33.79265154,154.6915977,-0.550000012,-1.487314101,0.9508776,69.692,80.74,133.2349101,0.059999999,0.142169724
78.18092341,-6.16,3.41,3.51,0.1,107.4847871,1.374821151,15.30000019,3.309999943,5532.617676,-602.9887085,5565.379883,Measured,6.21999979,57.08661292,163.4186272,5.889999866,16.77602816,0.9508776,69.692,80.74,155.6867898,5.809999943,15.76990385
76.36900501,-5.41,1.96,-0.09,-2.05,98.00018203,1.2832455,15.75,0.170000002,3052.349365,116.1924057,3054.560059,Measured,-2.180000067,39.56693051,155.0306152,-1.200000048,-3.248031527,0.9508776,69.692,80.74,133.4864365,-0.340000004,-0.798337729
74.71367215,-5.36,2.05,7.21,5.16,90.39459522,1.209880235,1.149999976,6.179999828,2058.827881,-2304.291748,3090.070068,Measured,48.22000122,0.164041997,103.3355182,9.510000229,17.07130321,0.9508776,69.692,80.74,23.84076907,7.949999809,3.30271214
70.2845383,-1.99,5.55,6.68,1.13,83.23639738,1.184277501,16.45000076,6.179999828,1689.783447,-196.4112701,1701.160034,Measured,6.630000114,24.54068248,126.3779501,7.340000153,16.14173253,0.9508776,69.692,80.74,94.99125176,7.130000114,11.78915106
111.130995,,,,,81.64817466,0.734702093,8.380000114,1.799999952,6194.994141,-1142.58313,6299.47998,Measured,10.44999981,10.46587945,95.49431288,2.589999914,4.319772581,0.9508776,69.692,80.74,73.9282573,3.829999924,4.943132088
83.43772369,-10.1,9.53,-7.43,-16.96,89.52219143,1.072922264,1.649999976,-4.909999847,3396.785645,-1198.196533,3601.919922,Measured,19.43000031,0.524934371,91.25109628,-3.640000105,-5.79615069,0.9508776,69.692,80.74,32.13035779,-3.75,-2.099737486
78.44935576,-4.66,4.33,-4.25,-8.58,108.3348253,1.38095239,13.13000011,-2.950000048,4778.004883,587.5117798,4813.990234,Measured,-7.010000229,45.89894938,166.3276425,-5.579999924,-16.16360426,0.9508776,69.692,80.74,153.5979844,-5.420000076,-14.51224897
76.32426628,-3.81,2.45,6.49,4.04,95.98693595,1.25762016,18.87999916,5.630000114,3483.048828,-1065.539551,3642.389893,Measured,17.01000023,49.63910799,151.8919503,10.85000038,28.59798733,0.9508776,69.692,80.74,135.3018386,10.52999973,24.72659734
80.37312097,-4.8,3.47,7.28,3.81,100.0581593,1.244920666,18.94000053,6.409999847,4082.140869,-1173.619873,4247.5,Measured,16.04000092,57.05380377,159.5253665,12.23999977,33.82545965,0.9508776,69.692,80.74,144.3241483,11.77999973,29.46194284
80.50733715,-9.47,-24.25,3.66,27.91,105.8741988,1.315087575,12.93999958,-0.029999999,5611.735352,-704.9470825,5655.839844,Measured,7.159999847,44.48819035,158.6723495,2.809999943,7.786526559,0.9508776,69.692,80.74,146.0192523,2.460000038,6.26640422
80.70866142,-3.69,3.33,2.98,-0.35,108.0440212,1.338691775,16.79000092,2.869999886,5626.53125,-908.276123,5699.370117,Measured,9.170000076,64.82939708,164.7965906,6.650000095,19.09448719,0.9508776,69.692,80.74,158.6176654,6.599999905,18.24147015
77.06245526,-5.34,-4.1,0.03,4.13,106.7018628,1.384615407,16.03000069,-0.49000001,3674.189453,-217.6435394,3680.629883,Measured,3.390000105,53.44488489,168.7335885,0.529999971,1.552930837,0.9508776,69.692,80.74,157.8302792,0.529999971,1.454505734
83.7956335,-3.59,1.68,-1.02,-2.7,115.4930231,1.378270183,12.07999992,-0.629999995,2743.299072,-1226.562378,3005.02002,Measured,24.09000015,37.69684964,178.45581,5.829999924,18.12117202,0.9508776,69.692,80.74,159.4160152,5.360000134,14.895013
81.22315676,-3.99,-0.97,5.81,6.78,112.2047241,1.381437616,12.64999962,4.650000095,3914.771973,-989.1356812,4037.800049,Measured,14.18000031,44.06168079,168.2414658,9.470000267,27.69028838,0.9508776,69.692,80.74,159.131665,9.18999958,25.42650919
84.91410165,-3.03,2.24,2.88,0.64,111.3099461,1.310853486,13.59000015,2.640000105,2907.591797,-200.2591248,2914.47998,Measured,3.940000057,43.63517123,175.4374433,3.910000086,11.96412902,0.9508776,69.692,80.74,161.4938738,3.75,10.57524068
86.74838941,-3.66,-0.27,1.38,1.65,114.4416604,1.319236716,11.23999977,1.100000024,3972.623047,-959.6109009,4086.879883,Measured,13.57999992,40.19028871,174.0266895,5.440000057,16.50262484,0.9508776,69.692,80.74,160.4221374,5.309999943,14.85126851
82.54294918,-0.68,-0.33,0.47,0.8,104.4649265,1.265582677,14.40999985,0.340000004,2168.872314,-647.805603,2263.550049,Measured,16.62999916,35.89238707,166.3823265,4.139999866,12.0188099,0.9508776,69.692,80.74,141.6776061,3.670000076,9.076990585
85.58518253,-4.04,-3.33,-5.32,-1.99,120.8840393,1.412441216,12.0,-4.789999962,3450.683105,317.0732117,3465.219971,Measured,-5.25,49.37664105,197.2769022,-7.159999847,-24.59536283,0.9508776,69.692,80.74,181.8678949,-6.599999905,-20.92082148
86.86023622,-2.59,-1.55,3.01,4.56,116.0746228,1.336337867,13.22000027,2.279999971,4651.956543,-1244.747681,4815.609863,Measured,14.97999954,54.59317385,176.5966707,7.980000019,24.50787385,0.9508776,69.692,80.74,169.0288687,7.75,22.80183769
84.26539012,-4.03,-1.56,-1.53,0.03,109.0282786,1.293867844,11.39000034,-1.460000038,4221.433594,-710.2132568,4280.759766,Measured,9.550000191,36.7454062,178.2808446,2.00999999,6.244531975,0.9508776,69.692,80.74,148.7314086,1.360000014,3.532370974
82.00608447,-4.41,-16.13,-4.76,11.37,112.9876484,1.377795917,2.720000029,-5.929999828,2290.769287,-438.2307739,2332.310059,Measured,10.82999992,2.624671955,116.1745444,-8.25,-16.66666642,0.9508776,69.692,80.74,71.8941359,-4.920000076,-6.167978857
0.0,0.0,0.0,8.35,8.35,111.5112707,inf,14.15999985,6.860000134,4180.307617,-2464.354736,4852.629883,Measured,30.52000046,47.11285977,163.9654338,17.60000038,49.58442711,0.9508776,69.692,80.74,152.8105815,16.95000076,44.55380761
0.0,0.0,0.0,-0.51,-0.51,113.3231922,inf,13.64000034,-0.419999987,2593.987305,-856.874939,2731.850098,Measured,18.28000069,43.04461905,184.2191568,5.920000076,19.00699821,0.9508776,69.692,80.74,162.9811885,4.090000153,11.63604587
,,,,,114.7772042,-51.31000137,10.61999989,-3.029999971,2133.046143,-169.372818,2139.76001,Measured,4.539999962,28.24803037,164.8075207,-2.150000095,-6.167978857,0.9508776,69.692,80.74,150.1531092,-2.210000038,-5.785214306
78.51646385,5.17,3.56,5.52,1.96,121.3537938,1.545584046,13.36999989,4.980000019,1483.789795,925.3752441,1748.699951,Measured,-31.95000076,38.97637833,217.0166256,-2.0,-7.567804108,0.9508776,69.692,80.74,168.1649216,-0.419999987,-1.235783022
90.90909091,-2.71,4.2,13.76,9.56,120.928779,1.330216569,9.029999733,11.82999992,5092.975586,-2085.666748,5503.490234,Measured,22.27000046,37.56561617,176.4107585,21.0,63.21084781,0.9508776,69.692,80.74,161.843838,20.15999985,55.77427822
86.86023622,-4.48,-1.32,11.24,12.56,108.7151004,1.251609541,14.52000046,9.069999695,3332.773682,-2425.848145,4122.149902,Measured,36.04999924,41.30577478,148.4798822,19.79000092,50.28433896,0.9508776,69.692,80.74,145.2974635,19.37000084,48.19553772
86.65891195,-1.84,-2.77,2.6,5.37,114.9337891,1.326277777,13.94999981,1.789999962,4269.721191,-2225.518555,4814.919922,Measured,27.53000069,51.93569529,170.286534,11.60999966,34.28477732,0.9508776,69.692,80.74,162.8062064,11.19999981,31.61636029
91.28937008,-3.65,-5.13,-8.92,-3.79,98.5594161,1.079637377,8.670000076,-7.96999979,5961.123047,-1203.055908,6081.310059,Measured,11.40999985,20.93175891,126.4654412,-4.590000153,-10.12685939,0.9508776,69.692,80.74,114.3919493,-4.940000057,-9.842519685
86.97208304,-3.42,-5.61,-1.59,4.02,109.4532935,1.258487662,15.02999973,-2.00999999,4054.777344,-2196.985107,4611.720215,Measured,28.45000076,49.83595663,163.5936093,7.489999771,21.31452293,0.9508776,69.692,80.74,153.6307915,6.980000019,18.67891505
87.64316392,-2.63,-1.17,1.73,2.9,121.1077295,1.381827447,11.17000008,1.269999981,3603.267334,-962.796814,3729.679932,Measured,14.96000004,44.91469679,198.5454977,7.039999962,24.34383227,0.9508776,69.692,80.74,175.7436537,5.980000019,18.30708636
77.50984252,-2.53,0.59,-6.51,-7.1,102.1608764,1.318037465,0.519999981,-5.28000021,2139.767334,-290.448822,2159.389893,Measured,7.730000019,0.065616796,119.5866125,-5.099999905,-10.64085689,0.9508776,69.692,80.74,9.831583302,-5.179999828,-0.885826774
77.84538296,-4.59,-2.72,-7.04,-4.32,110.6836067,1.421839067,3.279999971,-6.119999886,2187.518799,-620.2426758,2273.75,Measured,15.82999992,3.182414792,167.596238,-3.890000105,-11.36264255,0.9508776,69.692,80.74,68.77733966,-4.71999979,-5.664916698
83.59430923,2.51,1.53,-15.94,-17.47,109.095384,1.305057545,3.329999924,-12.89999962,867.7615967,734.0945435,1136.619995,Measured,-40.22999954,1.771653614,167.0494313,-15.15999985,-43.6898521,0.9508776,69.692,80.74,44.72878557,-14.21000004,-10.97987747
89.90246958,0.2,0.88,-18.13,-19.01,112.2942036,1.249066951,4.590000153,-14.77999973,799.9857178,876.0960083,1186.390015,Measured,-47.59999847,3.444881733,177.4824948,-18.07999992,-55.0634279,0.9508776,69.692,80.74,58.51924576,-16.77000046,-16.88538887
84.53382248,1.17,4.95,3.02,-1.93,121.6222238,1.438740379,12.46000004,3.099999905,2584.633789,-332.4747925,2605.929932,Measured,7.329999924,46.25984377,211.9531907,5.340000153,19.7287849,0.9508776,69.692,80.74,182.699035,5.099999905,16.22922151
86.2115247,0.13,4.71,-4.62,-9.33,119.6760916,1.388168137,10.07999992,-3.200000048,1285.284668,-164.1927795,1295.72998,Measured,7.28000021,22.50656212,224.3657083,-2.059999943,-8.081802129,0.9508776,69.692,80.74,141.1307995,-2.380000114,-5.872703287
90.1932713,0.27,3.66,-0.15,-3.81,132.1582002,1.465277823,6.639999866,0.340000004,1946.024536,617.3153687,2041.589966,Measured,-17.60000038,18.17585289,240.5511884,-3.640000105,-15.2559053,0.9508776,69.692,80.74,153.5761075,-2.569999933,-6.889763988
93.48156764,-0.86,7.05,-5.85,-12.9,124.4183942,1.330940391,7.519999981,-3.920000076,1107.98645,262.1210938,1138.569946,Measured,-13.31000042,13.45144326,223.2611482,-5.550000191,-21.59886264,0.9508776,69.692,80.74,120.1443576,-5.050000191,-10.57524068
90.86435218,-0.52,3.14,-4.0,-7.14,114.4192948,1.259231943,17.38999939,-2.890000105,3889.994873,-1135.303467,4052.280029,Measured,16.27000046,70.89895213,193.7663962,3.170000076,10.72834692,0.9508776,69.692,80.74,176.837267,2.680000067,8.278652856
89.29849678,0.38,4.83,-18.09,-22.92,98.69362682,1.105210394,28.12999916,-14.25,4405.705566,2338.611084,4987.919922,Measured,-27.95999908,89.37007799,148.2064789,-25.94000053,-64.81846069,0.9508776,69.692,80.74,142.2572199,-25.63999939,-61.57042786
84.10880458,0.53,6.03,-10.77,-16.8,104.1293827,1.238031895,12.72999954,-8.090000153,1886.880371,1353.365845,2322.050049,Measured,-35.65000153,26.0170598,171.2707793,-15.88000011,-46.86132817,0.9508776,69.692,80.74,123.4251975,-14.18000031,-30.23840728
89.47745168,1.69,4.77,-4.57,-9.34,113.5916222,1.269499969,20.45000076,-3.160000086,3690.566895,349.5111694,3707.080078,Measured,-5.409999847,86.22047469,200.0874964,-5.449999809,-19.00699821,0.9508776,69.692,80.74,182.2178424,-5.320000172,-16.89632525
88.58267717,4.85,4.27,-7.53,-11.8,66.36989996,0.749242426,55.09999847,-5.650000095,3388.476807,558.5285034,3434.199951,Measured,-9.359999657,94.42257443,68.8210852,-8.729999542,-10.44400721,0.9508776,69.692,80.74,63.75765446,-8.68999958,-9.634733617
93.66052255,-1.56,2.55,-18.39,-20.94,81.69291441,0.87222356,43.29999924,-14.78999996,4743.455078,1647.205688,5021.319824,Measured,-19.14999962,106.2664022,106.9006999,-23.31999969,-42.31189701,0.9508776,69.692,80.74,100.4046343,-23.20000076,-39.555991
84.64566929,2.46,3.54,-0.28,-3.82,113.099502,1.336152256,15.94999981,0.219999999,1431.012451,892.4603271,1686.5,Measured,-31.95000076,43.83201987,194.7506582,-6.159999847,-20.90988718,0.9508776,69.692,80.74,161.0017511,-5.21999979,-14.64348244
85.98783107,0.57,3.48,0.39,-3.09,118.9378986,1.383194541,13.53999996,0.75,1198.255737,417.511322,1268.910034,Measured,-19.20999908,35.89238707,217.6727836,-2.410000086,-9.153543182,0.9508776,69.692,80.74,162.4562588,-1.779999971,-5.030621068
84.31012885,-1.06,6.01,9.23,3.22,116.2759474,1.37914565,14.52999973,8.329999924,3649.570557,-1484.90564,3940.090088,Measured,22.13999939,54.98687739,191.8744499,16.56999969,54.73534475,0.9508776,69.692,80.74,172.0253752,15.93000031,47.22222256
85.7865068,-0.1,5.29,4.33,-0.96,122.5393673,1.428422393,10.56000042,4.21999979,1717.876221,-125.8515091,1722.47998,Measured,4.190000057,29.82283515,228.3027062,5.159999847,20.54899488,0.9508776,69.692,80.74,162.8499603,4.980000019,14.14042028
88.3813529,0.17,5.17,4.54,-0.63,123.0986014,1.392811915,9.020000458,4.380000114,4078.481445,-1198.81543,4251.02002,Measured,16.37999916,37.59842532,199.9671983,10.52000046,36.52668583,0.9508776,69.692,80.74,172.0363053,9.800000191,29.2760285
79.79151754,-1.74,-3.13,-20.66,-17.53,104.4425524,1.308943051,,-17.36000061,1189.120239,528.4359741,1301.25,Measured,-23.95999908,0.0,120.013121,-17.36000061,-35.81583552,0.9508776,69.692,80.74,0.0,173.3800049,0.0
,,,,,0.402648549,-0.180000007,1.690000057,-87.83000183,95.50405884,-41.17007065,104.0,Measured,23.31999969,0.0,0.174978124,-84.75,-0.174978124,0.9508776,69.692,80.74,0.174978124,-84.75,-0.174978124
83.50483178,2.92,0.97,-7.78,-8.75,112.2047241,1.343691397,5.099999905,-6.269999981,2216.729492,-860.2576904,2377.800049,Measured,21.20999908,7.414698131,176.6404246,-2.430000067,-7.502187373,0.9508776,69.692,80.74,93.25240228,-3.690000057,-5.993000896
72.72279885,-1.31,-0.5,13.82,14.32,88.04581382,1.210704417,19.37000084,11.28999996,1652.181641,-2122.320557,2689.600098,Measured,52.09999847,32.93963242,125.929573,21.5,46.16141632,0.9508776,69.692,80.74,103.6526671,19.94000053,35.34558147
82.72190408,-0.37,-2.8,-1.03,1.77,103.7267335,1.25392101,22.02000046,-1.200000048,3449.39917,-651.1471558,3510.320068,Measured,10.68999958,75.49212674,176.3014072,2.430000067,7.480315128,0.9508776,69.692,80.74,160.0721731,2.130000114,5.960192267
84.5785612,0.25,3.3,-1.88,-5.18,118.8931673,1.405712815,10.89999962,-1.129999995,2382.182617,-907.2859497,2549.110107,Measured,20.85000038,33.20209936,206.4523171,4.510000229,16.2401579,0.9508776,69.692,80.74,161.1439262,3.49000001,9.798775195
87.3523622,0.9,2.99,-13.36,-16.35,111.6231244,1.277848951,2.619999886,-10.60000038,1886.76062,-335.7435303,1916.400024,Measured,10.09000015,1.902887084,172.4190766,-9.5,-28.45581852,0.9508776,69.692,80.74,56.68197926,-9.949999809,-9.787838812
84.13117394,0.4,2.2,1.77,-0.43,101.6016423,1.207657489,25.51000023,1.730000019,5538.0,-1301.985596,5688.990234,Measured,13.22999954,92.02755655,159.4488222,7.440000057,20.63648386,0.9508776,69.692,80.74,148.8626368,7.159999847,18.54768054
87.15103794,2.39,3.38,-6.63,-10.01,120.6603405,1.384496885,10.15999985,-5.019999981,1580.617188,-174.2225037,1590.189941,Measured,6.289999962,25.72178528,225.4811818,-3.829999924,-15.04811924,0.9508776,69.692,80.74,151.7169682,-4.150000095,-10.96894109
74.69130279,2.55,6.04,-1.89,-7.93,99.43181989,1.33123692,15.78999996,-0.800000012,1575.230469,-548.2450562,1667.910034,Measured,19.19000053,33.72703324,166.2948355,2.769999981,8.027121777,0.9508776,69.692,80.74,130.0415613,2.130000114,4.833770862
73.28203293,1.99,4.99,-3.81,-8.8,83.8403712,1.14407813,32.29000092,-2.5,3622.134766,1050.270996,3771.330078,Measured,-16.17000008,78.90419697,127.9090104,-7.650000095,-17.0384951,0.9508776,69.692,80.74,116.7322811,-7.320000172,-14.87314127
91.26700072,-0.4,4.57,-5.8,-10.37,121.01825,1.325980355,7.820000172,-4.190000057,2101.951416,-313.0136414,2125.129883,Measured,8.470000267,19.61942263,219.1491682,-2.25,-8.606736533,0.9508776,69.692,80.74,142.7930964,-2.779999971,-6.922572095
84.46671439,-0.98,2.67,-0.05,-2.72,110.3480714,1.306408947,15.05000019,0.289999992,2421.300781,-489.9791565,2470.379883,Measured,11.43999958,46.19422547,187.3578383,3.380000114,11.04549473,0.9508776,69.692,80.74,161.8219611,3.019999981,8.519247552
88.71689334,1.67,4.62,-0.07,-4.69,93.6828943,1.055975821,35.25,0.519999981,4846.271484,677.649231,4893.419922,Measured,-7.960000038,113.3858313,139.446634,-2.5,-6.091426259,0.9508776,69.692,80.74,130.8180258,-2.359999895,-5.380577511
86.50232641,-3.0,-0.19,-9.22,-9.03,88.91821761,1.027928627,27.38999939,-7.599999905,5316.842285,983.4989014,5407.040039,Measured,-10.47999954,74.54068016,133.6395417,-11.97999954,-27.7449703,0.9508776,69.692,80.74,123.851706,-11.81999969,-25.36089297
86.9944524,1.96,2.58,-5.73,-8.31,112.1376187,1.289020341,14.43999958,-4.389999866,2143.778564,-137.1291046,2148.159912,Measured,3.660000086,43.53674691,193.8757642,-3.559999943,-12.02974628,0.9508776,69.692,80.74,163.7248542,-3.700000048,-10.5643043
67.98049392,-2.89,-1.45,4.61,6.06,75.87687493,1.11615657,20.18000031,3.609999895,3078.621094,-1683.401245,3508.810059,Measured,28.67000008,29.82283515,105.3587012,9.930000305,18.16491755,0.9508776,69.692,80.74,87.56561646,9.029999733,13.74671883
76.65980673,-3.08,3.34,7.52,4.18,100.9305631,1.316603412,19.48999977,6.590000153,5870.306152,-1631.290405,6092.75,Measured,15.52999973,64.76377878,154.7900189,13.22000027,35.41119977,0.9508776,69.692,80.74,143.5258153,12.86999989,31.97725259
76.19005011,-4.2,-1.89,4.19,6.08,94.73424856,1.243393966,18.95000076,3.210000038,5967.763184,-2837.532471,6608.009766,Measured,25.43000031,51.60761005,138.1999155,12.69999981,30.38057818,0.9508776,69.692,80.74,126.2139148,11.98999977,26.21391001
70.82140301,0.41,-2.75,-1.35,1.4,88.91821761,1.255527479,20.39999962,-1.450000048,3227.781982,-296.5914917,3241.379883,Measured,5.25,46.55511673,140.1465375,-0.07,-0.164042001,0.9508776,69.692,80.74,122.090988,-0.230000004,-0.492125971
76.50322119,-3.59,-3.19,-3.26,-0.07,98.78310632,1.291228066,13.68000031,-3.079999924,4639.536133,-1789.317749,4972.620117,Measured,21.09000015,35.49868666,146.4566909,3.650000095,9.317585802,0.9508776,69.692,80.74,127.4606333,2.859999895,6.353893201
78.51646385,-4.33,-0.63,-1.99,-1.36,108.7598401,1.385185155,17.13999939,-1.710000038,4931.782715,-402.8666992,4948.209961,Measured,4.670000076,66.17454093,177.1106703,0.050000001,0.164042001,0.9508776,69.692,80.74,162.5328031,-0.090000004,-0.251531063
80.35075161,-4.73,-1.46,-6.02,-4.56,108.7151004,1.353006639,12.46000004,-5.130000114,4350.458496,191.466629,4354.669922,Measured,-2.519999981,41.96194213,171.9488142,-6.170000076,-18.47112794,0.9508776,69.692,80.74,152.3731429,-6.110000134,-16.20734875
78.40461704,-5.97,-3.22,8.77,11.99,88.13529332,1.12410846,11.93999958,6.800000191,4334.483887,139.2457428,4336.720215,Measured,-1.840000033,21.19422585,129.3525796,6.400000095,14.41382361,0.9508776,69.692,80.74,99.0266875,6.53000021,11.26421718
74.80314961,-0.52,-1.95,-8.48,-6.53,91.66964822,1.225478455,12.56000042,-7.210000038,1455.741211,718.2080688,1623.27002,Measured,-26.26000023,17.94619354,149.4750576,-11.26000023,-29.18853952,0.9508776,69.692,80.74,94.5428663,-10.19999981,-16.74322006
79.27702219,-5.37,-3.25,1.22,4.47,107.9992814,1.362302449,12.57999992,0.600000024,4913.313477,-1919.573608,5274.97998,Measured,21.34000015,41.20735046,164.2060301,8.340000153,23.82983477,0.9508776,69.692,80.74,146.1176735,7.579999924,19.28040153
80.70866142,-5.59,-3.23,-3.08,0.15,113.7705812,1.40964525,14.06000042,-2.940000057,4232.63916,-446.3620911,4256.109863,Measured,6.019999981,55.51181127,188.1999085,-0.800000012,-2.62467202,0.9508776,69.692,80.74,169.7834646,-1.00999999,-2.985564325
74.31102362,,,,,100.1476388,1.347682133,8.210000038,1.820000052,1437.213501,1470.711792,2056.350098,Measured,-45.65999985,10.40026272,147.6596722,-6.050000191,-15.56211673,1.1315252,69.692,95.99,83.21303187,-3.609999895,-5.249344041
72.20830351,-2.78,0.09,6.97,6.88,80.99946109,1.121747184,10.53999996,5.739999771,479.9454346,1611.999023,1681.930054,Measured,-73.41999817,7.70997344,106.7257178,-1.25999999,-2.351268696,1.1315252,69.692,95.99,52.89807407,1.100000024,1.017060375
79.2099141,-3.91,-0.41,-6.52,-6.11,112.4955282,1.420220303,8.300000191,-5.400000095,886.5683594,1578.554565,1810.47998,Measured,-60.68000031,11.31889779,171.0848671,-14.56000042,-43.01181303,1.1315252,69.692,95.99,91.52449961,-11.60999966,-18.41644811
77.15193271,-2.95,3.27,-0.39,-3.66,80.77577087,1.046970154,18.11000061,0.090000004,6337.897949,-1106.140137,6433.700195,Measured,9.899999619,36.8110245,106.6272966,3.630000114,6.747594134,1.1315252,69.692,95.99,95.77865467,3.319999933,5.54461961
