Club Speed (mph),Attack Angle (deg),Club Path (deg),Club Face (deg),Face to Path (deg),Ball Speed (mph),Smash Factor,Launch Angle (deg),Launch Direction (deg),Backspin (rpm),Sidespin (rpm),Spin Rate (rpm),Spin Rate Type,Spin Axis (deg),Apex Height (ft),Total Distance (yards),Total Deviation Angle (deg),Total Deviation Distance (yards),Air Density (g/L),Temperature (F),Air Pressure (kPA),Carry Distance (yards),Carry Deviation Angle (deg),Carry Deviation Distance (yards)
80.01521117,-4.45,-2.39,-6.26,-3.87,105.1360057,1.313950238,17.05999947,-5.449999809,4078.753662,640.9039307,4128.799805,Measured,-8.930000305,56.98819173,171.795709,-8.840000153,-26.39982435,0.9508776,69.692,80.74,154.6369137,-8.600000381,-23.12992084
81.87186829,-5.54,-2.3,-9.26,-6.96,104.1964966,1.272677646,15.14999962,-7.889999866,4045.720703,1105.266113,4193.97998,Measured,-15.27999973,46.22703462,164.8403278,-13.32999992,-38.00306212,0.9508776,69.692,80.74,146.3145158,-12.85999966,-32.56780478
79.27702219,-5.73,0.99,-7.1,-8.09,108.3348253,1.366534997,13.47000027,-5.710000038,4238.469238,1634.639404,4542.759766,Measured,-21.09000015,43.24147082,168.6023602,-13.22000027,-38.56080306,0.9508776,69.692,80.74,149.5297416,-12.5,-32.37095405
76.97297781,-5.61,-2.24,-2.82,-0.58,85.87598289,1.115664033,17.81999969,-2.599999905,1719.181885,1124.144043,2054.090088,Measured,-33.18000031,29.29790126,129.9540702,-8.600000381,-19.43350881,0.9508776,69.692,80.74,102.2309748,-7.550000191,-13.42957101
80.50733715,-6.07,0.03,-10.11,-10.14,104.3083417,1.295637707,4.260000229,-8.300000191,2076.703613,774.7954712,2216.530029,Measured,-20.45999908,4.002624766,154.87751,-11.14999962,-29.94313119,0.9508776,69.692,80.74,67.01662159,-10.13000011,-11.77821572
80.55207588,-5.23,1.01,-5.0,-6.01,95.9421962,1.191058022,17.13999939,-3.980000019,2087.203125,1093.947998,2356.51001,Measured,-27.65999985,37.20472491,151.1811084,-10.21000004,-26.78258943,0.9508776,69.692,80.74,126.3342046,-9.340000153,-20.51618573
79.92573372,-4.28,6.26,3.27,-2.99,100.1476388,1.253008689,17.92000008,3.470000029,2321.348633,741.7297974,2436.969971,Measured,-17.71999931,46.71915935,166.2729585,-0.910000026,-2.635608143,0.9508776,69.692,80.74,143.0118157,-0.360000014,-0.896762897
80.50733715,-5.28,6.46,-5.32,-11.78,108.9611647,1.353431483,14.36999989,-3.559999943,3078.154053,1540.080811,3441.929932,Measured,-26.57999992,42.81496126,173.7751464,-11.68000031,-35.18153781,0.9508776,69.692,80.74,151.2685994,-10.76000023,-28.24803141
43.93342878,,3.08,7.38,4.3,88.58267375,2.016293201,18.01000023,6.440000057,2769.746582,739.043457,2866.649902,Measured,-14.93999958,36.58136358,136.0892415,2.980000019,7.075677811,0.9508776,69.692,80.74,115.0043785,3.480000019,6.98818883
79.74677881,-5.27,2.81,-7.21,-10.02,115.02326,1.44235619,13.05000019,-5.570000172,3314.986572,2293.694092,4031.149902,Measured,-34.68000031,41.4698174,177.5043718,-16.87999916,-51.55293022,0.9508776,69.692,80.74,155.5883686,-15.61999989,-41.88538849
82.49821045,-6.72,4.58,-3.1,-7.68,115.649608,1.401843838,13.97999954,-1.970000029,4458.560547,2207.432129,4975.089844,Measured,-26.34000015,53.90420048,182.6334208,-12.18000031,-38.5170617,0.9508776,69.692,80.74,165.7261519,-11.32999992,-32.54593201
80.66392269,-5.86,6.1,3.99,-2.11,107.4176818,1.331669453,16.64999962,4.039999962,4961.430664,99.59566498,4962.430176,Measured,-1.149999976,61.97506361,173.52362,3.799999952,11.51574774,0.9508776,69.692,80.74,158.7707706,3.859999895,10.69553777
82.65479599,-3.04,3.58,1.47,-2.11,102.1385108,1.235723947,19.59000015,1.659999967,3822.928711,-148.1985474,3825.800049,Measured,2.220000029,63.68110186,169.4225702,2.5,7.403762009,0.9508776,69.692,80.74,152.8433886,2.450000048,6.539807545
79.9928418,-4.95,1.22,0.88,-0.34,109.9006824,1.373881462,17.01000023,0.879999995,5106.13623,38.32183838,5106.279785,Measured,-0.430000007,68.04461867,179.0354404,0.75,2.340332573,0.9508776,69.692,80.74,164.8184675,0.769999981,2.209098842
51.06925555,,,,,105.6728742,2.069207257,7.079999924,-0.100000001,445.6783142,1150.814331,1234.099976,Measured,-68.83000183,6.167978987,160.0940501,-4.909999847,-13.71391072,0.9508776,69.692,80.74,65.20122368,-3.109999895,-3.543307097
91.66964925,-2.4,-1.6,-5.08,-3.48,114.1284906,1.244997571,22.06999969,-4.369999886,3741.964844,259.0386047,3750.919922,Measured,-3.960000038,96.32546132,201.367022,-6.260000229,-21.97069133,0.9508776,69.692,80.74,184.6894192,-6.190000057,-19.92563354
88.60504653,-0.63,-1.71,4.47,6.18,112.6073733,1.270891193,16.54000092,3.460000038,635.3703003,944.4621582,1138.290039,Measured,-56.06999969,37.4343827,191.4370112,-3.440000057,-11.48293963,0.9508776,69.692,80.74,145.6036739,-2.099999905,-5.336833021
91.5801718,-2.78,-0.38,-0.75,-0.37,130.7265538,1.427454778,10.89000034,-0.660000026,1665.69043,466.0093689,1729.650024,Measured,-15.63000011,36.0564297,244.7943967,-4.179999828,-17.82589593,0.9508776,69.692,80.74,184.569121,-3.49000001,-11.24234441
93.99606299,0.79,4.82,1.73,-3.09,125.3355377,1.333412632,18.86000061,2.019999981,3245.526611,-409.4299316,3271.25,Measured,7.190000057,95.24278441,231.1898446,4.980000019,20.05686806,0.9508776,69.692,80.74,211.4938751,4.789999962,17.65091797
87.12866858,6.1,8.27,3.35,-4.92,122.9643907,1.411296565,15.93000031,3.789999962,723.0009766,813.7633057,1088.550049,Measured,-48.38000107,43.30708599,218.5258173,-2.50999999,-9.558179977,0.9508776,69.692,80.74,170.8661477,-1.379999995,-4.111985991
58.80905512,,,,,109.4532935,1.861163952,7.119999886,2.49000001,3851.077637,-646.5223999,3904.969971,Measured,9.529999733,17.97900269,177.4824948,5.400000095,16.71041091,0.9508776,69.692,80.74,125.7764678,4.760000229,10.43307082
94.89083751,-2.64,0.11,-6.39,-6.5,130.0778488,1.370815689,8.430000305,-5.239999771,15367.48926,163.6162872,15368.36035,Measured,-0.610000014,74.9343837,174.4969352,-6.090000153,-18.52580986,0.9508776,69.692,80.74,169.7615876,-6.099999905,-18.05555581
,,,,,128.198822,-57.31000137,4.599999905,-17.45000076,2708.280762,-287.5195313,2723.5,Measured,6.059999943,12.86089264,217.5415553,-15.80000019,-59.24103037,0.9508776,69.692,80.74,140.1028003,-16.37000084,-39.49037687
97.01592699,1.36,6.44,0.85,-5.59,113.6139963,1.171086025,11.56999969,1.5,3299.583008,-909.4761353,3422.629883,Measured,15.40999985,37.53280702,185.5424362,6.369999886,20.59273832,0.9508776,69.692,80.74,157.513122,5.75,15.76990385
72.67806013,-1.59,2.58,3.57,0.99,90.01432015,1.238534985,18.45000076,3.25,1853.018677,677.0085449,1972.819946,Measured,-20.06999969,36.122048,142.3119039,-0.639999986,-1.596675457,0.9508776,69.692,80.74,117.3228333,-0.050000001,-0.098425201
73.90837509,-5.54,0.4,6.03,5.63,89.18664757,1.206719096,21.10000038,5.010000229,2272.146973,-1073.553589,2513.0,Measured,25.29000092,44.94750594,141.5354311,11.05000019,27.13254535,0.9508776,69.692,80.74,121.0411202,10.32999992,21.69728801
73.88600573,-2.75,2.85,10.18,7.33,87.37473464,1.182561349,19.73999977,8.720000267,2276.971924,-550.0161743,2342.459961,Measured,13.57999992,39.27165442,137.6202935,11.93999958,28.46675491,0.9508776,69.692,80.74,115.7152204,11.56999969,23.20647344
64.60272011,4.27,1.03,9.81,8.78,86.68128132,1.341759003,20.34000015,8.18999958,2359.158691,-580.3381958,2429.48999,Measured,13.81999969,40.7152226,136.5376186,11.52999973,27.29658693,0.9508776,69.692,80.74,115.4527556,11.15999985,22.34252002
65.90014316,1.26,0.5,8.51,8.01,89.32086682,1.355397159,20.0,7.059999943,2233.565186,-478.4271545,2284.22998,Measured,12.09000015,42.22440907,143.4492543,9.960000038,24.81408632,0.9508776,69.692,80.74,121.4457601,9.640000343,20.33027138
75.49659986,-7.44,-1.81,5.99,7.8,97.57515867,1.292444413,20.07999992,4.690000057,4537.899902,-1708.396362,4848.830078,Measured,20.62999916,58.49737508,151.7060381,12.18000031,32.01006174,0.9508776,69.692,80.74,137.8062141,11.61999989,27.75590459
75.34001432,-5.25,-0.93,2.35,3.28,99.7449896,1.323931121,19.79999924,1.820000052,3599.026611,-575.826355,3644.800049,Measured,9.090000153,59.84251893,164.2497839,4.869999886,13.94356955,0.9508776,69.692,80.74,147.0581816,4.619999886,11.83289555
80.86524696,-4.45,2.49,10.01,7.52,92.58679176,1.144951574,14.30000019,8.539999962,4227.289063,-2707.624268,5020.080078,Measured,32.63999939,28.74015823,130.1071754,18.11000061,40.44181927,0.9508776,69.692,80.74,108.9566899,16.78000069,31.45231871
31.04867573,,,,,79.76914783,2.569164254,15.64999962,5.239999771,2178.830322,460.3431396,2226.929932,Measured,-11.93000031,21.35826847,119.6412965,3.140000105,6.539807545,0.9508776,69.692,80.74,86.60323977,3.619999886,5.468066492
77.80064424,-6.06,-2.35,-4.85,-2.5,110.4375423,1.419493931,15.77999973,-4.28000021,4382.873535,614.4126587,4425.72998,Measured,-7.980000019,59.67847944,181.5944915,-7.5,-23.69860026,0.9508776,69.692,80.74,164.8075207,-7.28000021,-20.88801442
68.71868289,-3.46,2.29,3.82,1.53,91.26699901,1.328124975,20.02000046,3.420000076,2471.83667,-207.1314697,2480.5,Measured,4.789999962,45.73490676,148.5345662,4.690000057,12.13910803,0.9508776,69.692,80.74,127.2965896,4.559999943,10.12685939
70.32927702,-5.92,1.12,0.31,-0.81,92.85522173,1.320292567,18.37999916,0.389999986,2514.90332,-243.0436859,2526.620117,Measured,5.519999981,41.79789951,149.6719167,1.75,4.571303399,0.9508776,69.692,80.74,127.3731422,1.580000043,3.510498729
68.8976378,-5.58,-2.33,3.97,6.3,86.68128132,1.258116883,21.20000076,2.970000029,2169.916992,-913.9321899,2354.530029,Measured,22.84000015,42.48687601,136.6907238,8.079999924,19.20384893,0.9508776,69.692,80.74,115.8245884,7.429999828,14.98250198
74.40050107,-8.45,-0.05,-0.44,-0.39,93.25787094,1.253457565,9.75,-0.370000005,3520.155029,-1468.183228,3814.060059,Measured,22.63999939,15.97768991,143.2742722,5.260000229,13.13429596,0.9508776,69.692,80.74,96.03018106,3.849999905,6.452318564
76.16768074,-5.83,2.98,3.67,0.69,102.6082653,1.347136533,18.13999939,3.390000105,4169.897461,-353.0879211,4184.819824,Measured,4.840000153,58.92388151,167.0713083,5.25,15.28871341,0.9508776,69.692,80.74,150.8311441,5.130000114,13.48425189
76.95060845,-7.73,-2.02,7.76,9.78,89.47745168,1.162790698,19.18000031,6.119999886,7010.166992,-2958.326904,7608.819824,Measured,22.87999916,46.94882027,125.7327222,14.72999954,31.95537983,0.9508776,69.692,80.74,114.9825015,14.11999989,28.06211707
74.17680744,-7.25,0.35,2.54,2.19,97.15014385,1.309710504,16.79999924,2.130000114,5146.147461,-1264.015015,5299.109863,Measured,13.80000019,47.53936933,147.5393741,7.059999943,18.1321084,0.9508776,69.692,80.74,132.8412087,6.650000095,15.38713877
74.08732999,-5.37,-2.08,-2.08,0.0,101.9371861,1.375905788,18.42000008,-1.970000029,4282.573242,-267.1854858,4290.899902,Measured,3.569999933,59.71128859,165.4527486,-0.790000021,-2.2856517,0.9508776,69.692,80.74,149.6172327,-0.910000026,-2.373140941
74.89262706,-5.93,-1.32,3.99,5.31,94.8684678,1.266726399,19.86000061,3.109999895,6096.416504,-2143.300049,6462.200195,Measured,19.37000084,56.79133683,140.4636947,10.56999969,25.76552872,0.9508776,69.692,80.74,129.4838162,10.09000015,22.68153956
75.11632069,-5.61,-0.55,4.3,4.85,99.11865017,1.319535479,0.720000029,3.470000029,2479.812988,-1151.09082,2733.949951,Measured,24.89999962,0.098425195,112.8062134,4.300000191,8.464566679,0.9508776,69.692,80.74,12.6312338,3.930000067,0.863954529
75.45186113,-5.03,1.89,7.39,5.5,96.30010567,1.276311866,19.88999939,6.309999943,5943.114746,-1949.400024,6254.660156,Measured,18.15999985,58.75984202,144.3241483,13.60000038,33.9348214,0.9508776,69.692,80.74,133.0271209,13.15999985,30.2930892
77.59931997,-6.66,-3.46,-1.57,1.89,98.04492178,1.263476559,19.96999931,-1.720000029,2551.336426,-618.6474609,2625.27002,Measured,13.63000011,53.96981878,164.4247661,1.899999976,5.457130108,0.9508776,69.692,80.74,143.7445346,1.5,3.751093686
73.17018611,-5.87,-0.21,0.37,0.58,82.31925384,1.125038191,3.579999924,0.270000011,2813.694336,-693.7136841,2897.949951,Measured,13.85000038,1.60761158,102.8324571,1.75999999,3.171478669,0.9508776,69.692,80.74,36.38451494,1.159999967,0.732720928
71.17931281,-3.87,-0.13,3.57,3.7,86.61417596,1.21684479,18.79999924,2.920000076,1863.297729,-356.7913513,1897.150024,Measured,10.84000015,34.41600975,135.8158382,5.019999981,11.88757643,0.9508776,69.692,80.74,111.0564338,4.71999979,9.142606799
75.31764495,-6.6,-1.92,0.34,2.26,90.9761949,1.207900154,18.71999931,0.039999999,3672.921387,-881.1123047,3777.129883,Measured,13.48999977,43.86482902,140.2230984,3.950000048,9.656605341,0.9508776,69.692,80.74,122.8237069,3.529999971,7.567804108
85.80887616,-0.22,-2.28,-21.47,-19.19,113.367932,1.321167891,1.879999995,-17.92000008,894.8870239,925.388855,1287.310059,Measured,-45.95999908,0.623359572,171.3145165,-19.95000076,-58.45363163,0.9508776,69.692,80.74,32.79746257,-19.07999992,-10.71741053
64.24481031,,,,,102.9438092,1.602367704,20.28000069,-9.75,6661.260254,-916.0327148,6723.950195,Measured,7.829999924,75.03281115,158.6614193,-7.079999924,-19.56474124,0.9508776,69.692,80.74,148.2611629,-7.340000153,-18.94138199
88.76163207,3.16,2.43,-5.09,-7.52,123.9486396,1.396421367,11.27000046,-3.880000114,3215.642578,88.1360321,3216.850098,Measured,-1.570000052,47.30971154,211.373577,-4.510000229,-16.62292193,0.9508776,69.692,80.74,186.7782079,-4.46999979,-14.5669288
32.14477452,,,,,113.9047919,3.543493262,7.139999866,1.279999971,839.8728027,2087.143799,2249.790039,Measured,-68.08000183,8.038057899,171.2489024,-7.090000153,-21.13954497,0.9508776,69.692,80.74,79.49475333,-4.139999866,-5.741469816
86.83786686,2.17,3.48,0.58,-2.9,119.5642465,1.376867614,16.46999931,0.910000026,1417.771973,217.7093811,1434.390015,Measured,-8.729999542,53.93700963,218.5586243,-0.810000002,-3.094925551,0.9508776,69.692,80.74,186.7344707,-0.589999974,-1.935695517
85.87598425,5.13,2.86,6.28,3.42,120.2353257,1.400104194,14.27000046,5.519999981,335.2757874,465.2134705,573.4400024,Measured,-54.22000122,30.05249294,223.0424289,2.339999914,9.120735075,0.9508776,69.692,80.74,144.050745,3.160000086,7.928696413
85.67465999,2.52,2.84,4.59,1.75,116.5220118,1.360052223,18.29999924,4.119999886,3599.577393,-1391.126953,3859.040039,Measured,21.12999916,75.82021198,199.3657076,12.38000011,42.72747123,0.9508776,69.692,80.74,182.2725264,11.78999996,37.23753197
92.11703651,-0.19,4.54,4.65,0.11,127.1474592,1.380281694,14.63000011,4.389999866,3103.952881,-588.1813354,3159.189941,Measured,10.72999954,69.71784777,228.1605478,8.479999542,33.62860892,0.9508776,69.692,80.74,206.5398082,8.170000076,29.36351748
85.33911954,-0.36,3.1,-21.19,-24.29,92.36310155,1.082306708,,-17.01000023,4373.174805,1491.305664,4620.459961,Measured,-18.82999992,0.0,65.7589688,-17.01000023,-19.23665808,1.0863929,69.692,92.18,0.0,173.3800049,0.0
80.50733715,2.06,5.11,-4.74,-9.85,80.17179705,0.99583218,2.109999895,-3.25,1002.60675,-2087.923096,2316.169922,Measured,64.34999847,0.328083994,78.2808419,-1.159999967,-1.585739335,1.0863929,69.692,92.18,12.6312338,-2.079999924,-0.459317571
86.01020043,2.32,6.64,-6.2,-12.84,94.30923373,1.096488943,28.20000076,-4.269999981,5622.469238,1528.644775,5826.569824,Measured,-15.21000004,89.1404202,134.6128569,-11.38000011,-26.55293163,1.0863929,69.692,92.18,126.4326341,-11.10999966,-24.36570504
73.19255548,12.23,10.81,-8.02,-18.83,89.36560657,1.220965793,32.25999832,-5.239999771,4845.803711,3410.743896,5925.790039,Measured,-35.13999939,86.71259943,121.0520587,-20.01000023,-41.42607291,1.0863929,69.692,92.18,113.7248446,-19.30999947,-37.60936066
64.08822477,11.66,8.93,-5.25,-14.18,70.32927822,1.097382218,40.84000015,-3.190000057,4304.065918,1428.435547,4534.910156,Measured,-18.36000061,74.96719285,87.22659901,-9.199999809,-13.95450594,1.0863929,69.692,92.18,80.59929675,-8.909999847,-12.47812757
84.84699356,-1.67,6.22,-4.03,-10.25,97.70937792,1.151595052,5.320000172,-2.529999971,1673.440552,-1517.383179,2258.949951,Measured,42.20000076,4.560367407,134.4925671,3.390000105,7.961505041,1.0863929,69.692,92.18,61.03455968,1.269999981,1.3560805
84.5785612,-3.76,1.69,7.18,5.49,102.0490313,1.206559083,13.85000038,6.110000134,764.4287109,26.56085968,764.8900146,Measured,-1.99000001,24.2125988,178.6854761,5.929999828,18.44925726,1.0863929,69.692,92.18,116.5245003,6.0,12.17191614
86.54706514,-1.73,5.03,-19.95,-24.98,62.67895593,0.724218156,6.900000095,-15.76000023,1149.414917,514.3989258,1259.27002,Measured,-24.11000061,2.329396255,71.09580286,-17.27000046,-21.10673582,1.0863929,69.692,92.18,25.89676324,-16.70000076,-7.436570637
80.73103078,-2.12,2.43,-4.2,-6.63,87.88922896,1.088667246,13.48999977,-3.150000095,5902.331055,-440.6906433,5918.759766,Measured,4.269999981,30.15091726,119.8162703,-1.75,-3.652668323,1.0863929,69.692,92.18,104.6697278,-1.929999948,-3.521434852
90.64065855,-2.93,4.33,-1.78,-6.11,101.8477066,1.123642615,11.14000034,-0.920000017,3401.892578,-103.9372177,3403.47998,Measured,1.75,29.49474991,155.5118077,-0.379999995,-1.027996498,1.0863929,69.692,92.18,128.6526677,-0.469999999,-1.049868743
90.28274875,-3.02,0.74,0.99,0.25,124.3065491,1.376858268,5.519999981,0.899999976,4519.428223,-615.0671387,4561.089844,Measured,7.75,29.33070728,192.0385019,4.179999828,14.00918681,1.0863929,69.692,92.18,162.4562588,3.75,10.61898517
92.25125268,-2.58,3.53,-2.4,-5.93,117.5510004,1.274248284,4.019999981,-1.529999971,1288.066528,-86.68235779,1290.97998,Measured,3.849999905,4.297900075,189.5669251,-1.090000033,-3.59798771,1.0863929,69.692,92.18,76.68416748,-1.25,-1.673228315
92.47494631,-4.81,1.5,2.81,1.31,129.85415,1.40420898,6.820000172,2.5,2565.512451,1038.097168,2767.580078,Measured,-22.03000069,25.55774266,218.9195021,-4.670000076,-17.82589593,1.0863929,69.692,92.18,165.4855723,-3.220000029,-9.306649419
88.31424481,-3.11,2.91,1.1,-1.81,116.0298831,1.31382976,6.039999962,1.269999981,621.4297485,3709.538574,3761.22998,Measured,-80.48999786,5.347769013,152.9964938,-10.26000023,-27.24190709,1.0863929,69.692,92.18,63.4951896,-5.840000153,-6.463254426
92.51968504,-1.13,3.29,-16.72,-20.01,72.09645567,0.779255308,23.54999924,-13.32999992,6071.832031,1711.289673,6308.379883,Measured,-15.73999977,38.38582615,92.36657818,-18.96999931,-30.03062017,1.0863929,69.692,92.18,83.28959281,-18.62999916,-26.60761147
90.99856836,-3.1,3.07,-7.98,-11.05,119.1168576,1.30899705,6.039999962,-6.170000076,2499.788086,1044.658936,2709.290039,Measured,-22.68000031,15.28871341,192.4431334,-12.60000038,-41.97287956,1.0863929,69.692,92.18,129.3525796,-11.0,-24.68285181
93.01181102,-0.23,5.75,-6.17,-11.92,133.6793091,1.437229397,5.800000191,-4.349999905,1539.960571,2212.415283,2695.600098,Measured,-55.15999985,11.28608943,204.1119853,-16.44000053,-57.75371979,1.0863929,69.692,92.18,116.5901144,-12.72999954,-25.69991251
93.1460272,-2.67,2.82,4.49,1.67,129.7646705,1.393131564,11.53999996,4.039999962,4963.158691,-819.8657227,5030.419922,Measured,9.380000114,72.76902987,206.5944922,9.020000458,32.39282681,1.0863929,69.692,92.18,192.4103264,8.770000458,29.33070833
92.13940587,-1.82,1.79,13.18,11.39,116.745702,1.267055077,17.02000046,11.05000019,5851.275879,-3199.499023,6668.899902,Measured,28.67000008,75.000002,164.7528367,26.22999954,72.81277541,1.0863929,69.692,92.18,158.4755071,25.62999916,68.55861617
90.90909091,-3.8,0.75,-1.31,-2.06,117.9983894,1.297982283,2.980000019,-0.99000001,2710.362305,-1948.310181,3337.959961,Measured,35.70999908,4.625984142,169.6740966,7.260000229,21.43482106,1.0863929,69.692,92.18,87.94837945,4.449999809,6.81321087
95.89745884,-3.18,5.57,0.74,-4.83,113.367932,1.182178687,14.97000027,1.309999943,4056.843262,-108.357811,4058.290039,Measured,1.529999971,63.18897713,182.5131227,2.019999981,6.419509936,1.0863929,69.692,92.18,166.7104139,1.980000019,5.7524062
93.99606299,-1.44,2.56,-2.65,-5.21,127.0803538,1.351975283,10.89999962,-1.850000024,2262.145996,475.0596924,2311.48999,Measured,-11.85999966,43.66798038,217.0603628,-5.610000134,-21.22703395,1.0863929,69.692,92.18,185.8814537,-5.150000095,-16.68853918
,,,,,0.201324274,-0.090000004,,-4.300000191,2276.186279,494.2084656,2329.219971,Measured,-12.25,0.0,0.131233593,-2.75999999,-0.010936133,1.0863929,69.692,92.18,0.131233593,-2.75999999,-0.010936133
93.72763064,-2.58,3.67,-2.95,-6.62,125.1565872,1.335322214,10.40999985,-1.970000029,1799.367432,1252.922974,2192.610107,Measured,-34.84999847,31.62729771,210.3783849,-11.38000011,-41.5135598,1.0863929,69.692,92.18,161.1439262,-9.550000191,-26.7279096
92.63153185,-1.94,1.58,-6.42,-8.0,111.1757354,1.200193208,3.970000029,-5.079999924,272.1277161,-819.4780273,863.4799805,Measured,71.62999725,2.099737486,168.1211677,-2.309999943,-6.780402241,1.0863929,69.692,92.18,43.65704087,-3.470000029,-2.646544265
92.51968504,-1.12,2.59,5.29,2.7,128.6462024,1.390473847,13.69999981,4.670000076,3485.071533,-199.727417,3490.790039,Measured,3.279999971,75.49212674,219.3460273,6.349999905,24.27821606,1.0863929,69.692,92.18,201.7497766,6.289999962,22.09098946
92.20651396,-2.46,1.46,0.86,-0.6,124.6868327,1.352256227,10.92000008,0.889999986,4738.467285,-1151.609619,4876.399902,Measured,13.65999985,59.54724284,195.2865347,7.309999943,24.835957,1.0863929,69.692,92.18,179.8993876,6.860000134,21.50043728
90.79724409,-1.28,0.6,-0.1,-0.7,124.574979,1.372012777,11.72000027,-0.01,1895.599731,0.992533803,1895.599976,Measured,-0.029999999,42.12598475,217.5962393,-0.02,-0.065616796,1.0863929,69.692,92.18,181.3976325,0.0,0.043744531
94.28686471,-1.14,0.31,-7.57,-7.88,115.2916985,1.222775822,5.900000095,-6.179999828,2306.915771,-887.852417,2471.870117,Measured,21.04999924,12.56561655,183.7489111,-0.980000019,-3.127733919,1.0863929,69.692,92.18,116.8525793,-2.410000086,-4.921259843
91.91571224,-0.22,1.08,-0.29,-1.37,121.6669636,1.323679713,12.18999958,-0.109999999,2003.437012,94.83013153,2005.680054,Measured,-2.710000038,43.24147082,209.5144377,-0.870000005,-3.193350915,1.0863929,69.692,92.18,177.3950205,-0.769999981,-2.384077063
74.53471725,-4.46,-0.37,-7.11,-6.74,96.88171388,1.299819969,17.87000084,-5.889999866,3165.720947,1341.812988,3438.350098,Measured,-22.96999931,48.85170716,140.4636947,-14.47999954,-35.11592368,1.19012,71.6,101.33,128.1386682,-13.5,-29.92126051
73.12544739,-1.81,3.02,-0.01,-3.03,95.18163752,1.301621268,17.89999962,0.370000005,2697.859131,1164.11499,2938.300049,Measured,-23.34000015,45.57086727,143.7007807,-5.75,-14.40288722,1.19012,71.6,101.33,126.9247567,-6.360000134,-14.06386664
79.23228346,-4.92,0.3,6.73,6.43,92.85522173,1.171936712,21.29999924,5.559999943,4206.5,-1040.224365,4333.209961,Measured,13.89000034,60.62991976,132.0866128,11.15999985,25.57961438,1.19012,71.6,101.33,124.7703372,11.13000011,24.09230171
73.72942019,5.26,-0.31,8.01,8.32,86.90497153,1.17870141,20.62999916,6.539999962,3030.8125,414.0919495,3058.969971,Measured,-7.78000021,47.63779678,125.2952753,5.21999979,11.39545065,1.19012,71.6,101.33,114.3263352,4.610000134,9.197287672
79.2099141,-4.06,1.04,-0.36,-1.4,103.0332887,1.300762535,20.31999969,-0.159999996,5239.970215,-22.86382675,5240.02002,Measured,0.25,77.78871091,146.1504805,-0.090000004,-0.240594924,1.19012,71.6,101.33,141.1307995,-0.07,-0.164042001
80.01521117,-5.32,3.88,0.72,-3.16,106.6347489,1.332680966,17.56999969,1.080000043,4871.687988,525.7937012,4899.97998,Measured,-6.159999847,70.80052468,168.2196056,-2.220000029,-6.5179353,1.19012,71.6,101.33,147.9330755,-1.549999952,-4.002624766
80.44022906,-4.34,0.81,-0.21,-1.02,106.4781641,1.32369295,18.70000076,-0.07,4401.910156,412.2275696,4421.169922,Measured,-5.349999905,74.17979203,166.4260637,-2.789999962,-8.114610757,1.19012,71.6,101.33,150.1859163,-2.380000114,-6.233595592
81.17841804,-3.13,2.89,8.63,5.74,103.7043679,1.277486928,23.13999939,7.449999809,4551.722168,-841.9685059,4628.939941,Measured,10.47999954,87.72965804,150.1640393,12.92000008,33.57392909,1.19012,71.6,101.33,145.0240602,12.93000031,32.45844303
83.46009306,-2.61,2.35,4.73,2.38,108.0887609,1.295095141,21.68000031,4.179999828,4748.29248,-532.6063232,4778.069824,Measured,6.400000095,91.24015573,158.333332,7.800000191,21.47856451,1.19012,71.6,101.33,152.6246692,7.630000114,20.25371879
81.26789549,-2.92,0.69,-0.93,-1.62,106.1649944,1.306358356,8.600000381,-0.680000007,2892.531494,-954.3734741,3045.909912,Measured,18.26000023,22.30971191,151.4873188,5.489999771,14.47943982,1.19012,71.6,101.33,125.2734067,4.099999905,8.967628838
89.1642806,-2.72,-0.49,-5.47,-4.98,118.7365825,1.331660859,14.80000019,-4.559999943,4730.293945,103.2153702,4731.419922,Measured,-1.25,77.19816498,178.5433011,-5.769999981,-17.96806683,1.19012,71.6,101.33,170.6583585,-5.539999962,-16.45888035
89.29849678,-0.44,-0.72,-4.44,-3.72,118.1102345,1.322645271,16.94000053,-3.74000001,3086.103271,1714.882202,3530.560059,Measured,-29.05999947,71.25984027,171.959761,-15.53999996,-46.07392943,1.19012,71.6,101.33,171.959761,-15.53999996,-46.07392943
91.60254116,-2.7,1.94,12.65,10.71,117.8865443,1.286935306,19.12000084,10.63000011,4735.976563,-735.7072144,4792.779785,Measured,8.829999924,96.25984302,176.071741,15.35999966,46.64260884,1.19012,71.6,101.33,165.4965024,16.25,46.29265292
93.16839656,-2.91,2.29,5.78,3.49,123.9486396,1.330372145,15.88000011,5.03000021,4672.486328,154.1859283,4675.029785,Measured,-1.889999986,92.02755655,188.8779601,4.610000134,15.19028909,1.19012,71.6,101.33,181.2007901,4.579999924,14.4575681
95.02505369,-3.75,1.92,-4.25,-6.17,53.68647101,0.564971751,19.96999931,-3.25,9006.961914,-897.4266968,9051.55957,Measured,5.690000057,15.91207318,51.9903772,-2.299999952,-2.077865241,1.19012,71.6,101.33,43.79921176,-2.220000029,-1.69510056
85.04831782,-3.45,0.2,-1.29,-1.49,104.6886168,1.230931069,17.64999962,-1.039999962,2055.976074,1347.956909,2458.459961,Measured,-33.25,50.45931796,159.6238044,-10.82999992,-29.99781311,1.19012,71.6,101.33,143.4711313,-10.14999962,-25.27340399
